144;s;1991 Bruxelles (BEL);B. ;Terrijn;;Belgium;Judo;-78kg (boys);silver;;;2
145;s;1991 Bruxelles (BEL);A. ;Wintermans;;Netherlands;Judo;-78kg (boys);bronze;;;3
146;s;1991 Bruxelles (BEL);C.;Vistoso;;Italy;Judo;-78kg (boys);bronze;;;3
147;s;1991 Bruxelles (BEL);K. ;Boumedjane;;France;Judo;+78kg (boys);gold;;;1
148;s;1991 Bruxelles (BEL);A.;Lungu;;Romania;Judo;+78kg (boys);silver;;;2
149;s;1991 Bruxelles (BEL);E. ;Krieger;;Austria;Judo;+78kg (boys);bronze;;;3
150;s;1991 Bruxelles (BEL);A.;Romero;;Spain;Judo;+78kg (boys);bronze;;;3
151;s;1991 Bruxelles (BEL);Fabio ;Farabegoli;;Italy;Swimming;100m Breaststroke (boys);gold;Time (ms);00:01:08:810;1
152;s;1991 Bruxelles (BEL);Andres ;Ivanov;;Romania;Swimming;100m Breaststroke (boys);silver;Time (ms);00:01:08:930;2
153;s;1991 Bruxelles (BEL);Chong-Woo ;Chiang;;Netherlands;Swimming;100m Breaststroke (boys);bronze;Time (ms);00:01:09:000;3
154;s;1991 Bruxelles (BEL);Derya ;Buyukuncu;;Turkey;Swimming;100m Backstroke (boys);gold;Time (ms);00:00:57:210;1
155;s;1991 Bruxelles (BEL);Alessandro ;Cambiati;;Italy;Swimming;100m Backstroke (boys);silver;Time (ms);00:01:01:270;2
156;s;1991 Bruxelles (BEL);Daniel ;Karlsson;;Sweden;Swimming;100m Backstroke (boys);bronze;Time (ms);00:01:01:810;3
157;s;1991 Bruxelles (BEL);Neus ;Coma;;Spain;Swimming;100m Breaststroke (girl);gold;Time (ms);00:01:18:710;1
158;s;1991 Bruxelles (BEL);Irina ;Afanasenko;;Romania;Swimming;100m Breaststroke (girl);silver;Time (ms);00:01:19:950;2
159;s;1991 Bruxelles (BEL);Eleonora ;Ghezzi;;Italy;Swimming;100m Breaststroke (girl);bronze;Time (ms);00:01:20:310;3
160;s;1991 Bruxelles (BEL);Marie-Helene ;Agostini;;France;Swimming;100m Backstroke (girl);gold;Time (ms);00:01:09:350;1
161;s;1991 Bruxelles (BEL);Idoia ;Amorrortu;;Spain;Swimming;100m Backstroke (girl);silver;Time (ms);00:01:10:520;2
162;s;1991 Bruxelles (BEL);Petra ;Chaves;;Portugal;Swimming;100m Backstroke (girl);bronze;Time (ms);00:01:10:560;3
163;s;1991 Bruxelles (BEL);Martin ;Wagner;;Turkey;Swimming;100m Butterfly (boys);gold;Time (ms);00:00:59:550;1
164;s;1991 Bruxelles (BEL);Costantin ;Andryshin;;URSS;Swimming;100m Butterfly (boys);silver;Time (ms);00:00:59:550;2
165;s;1991 Bruxelles (BEL);Sebastien ;Sauvage;;France;Swimming;100m Butterfly (boys);silver;Time (ms);00:01:00:460;3
166;s;1991 Bruxelles (BEL);Madalina ;Badea;;Romania;Swimming;100m Butterfly (girl);gold;Time (ms);00:01:06:750;1
167;s;1991 Bruxelles (BEL);Elena;Koslova;;URSS;Swimming;100m Butterfly (girl);silver;;00:01:07:230;2
168;s;1991 Bruxelles (BEL);Stephanie ;Nevado;;France;Swimming;100m Butterfly (girl);bronze;Time (ms);00:01:07:290;3
169;s;1991 Bruxelles (BEL);Jerome ;Schembri;;France;Swimming;100m Freestyle (boys);gold;Time (ms);00.00.54.900;1
170;s;1991 Bruxelles (BEL);Tomasz ;Mazurek;;Poland;Swimming;100m Freestyle (boys);silver;Time (ms);00:00:55:540;2
